"_id","Fiscal_Year","Budget_Type","Organization_Entity","Command_Name","Pillar_Name","District_Name","Unit_Name","Feature_Category","Cost_Element","Cost_Element_Long_Name","Amount"
2292,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Specialized Criminal Investigations","Salaries","1503","REGULAR SALARIES UNIFORM SENIOR OFFICERS",195100
2293,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Emergency Management & Public Order","Emergency Management & Public Order","Materials & Supplies","2010","STATIONERY AND OFFICE SUPPLIES",1100
2294,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Emergency Management & Public Order","Emergency Management & Public Order","Premium Pay","1584","CIVILIAN LIEU TIME CASH PAYMENT",400
2295,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Emergency Management & Public Order","Emergency Management & Public Order","Services","4230","BUSINESS TRAV - OTHER EXPENSES",3000
2296,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Emergency Management & Public Order","Emergency Management & Public Order","Services","4255","CONFERENCES/SEMINARS - OTHER EXPENSES",3800
2297,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Emergency Management & Public Order","Emergency Management & Public Order","Services","4811","WIRELESS TELECOMMUNICATIONS SERVICES",700
2298,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Emergency Management & Public Order","Mounted","Benefits","1744","EMPLOYMENT INSURANCE - UNIFORM",42900
2299,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Emergency Management & Public Order","Mounted","Benefits","1746","EMPLOYMENT INSURANCE - CIVILIAN",2200
2300,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Emergency Management & Public Order","Mounted","Benefits","1764","CANADA PENSION PLAN - UNIFORM",124800
2301,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Emergency Management & Public Order","Mounted","Benefits","1765","CANADA PENSION PLAN - CIVILIAN",6400
2302,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Emergency Management & Public Order","Mounted","Benefits","1773","OMERS POLICE - UNIFORM",543800
2303,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Emergency Management & Public Order","Mounted","Benefits","1776","OMERS CIVILIAN - CIVILIAN",10400
2304,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Emergency Management & Public Order","Mounted","Equipment","3990","ANIMALS",11000
2305,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Emergency Management & Public Order","Mounted","Materials & Supplies","2010","STATIONERY AND OFFICE SUPPLIES",3500
2306,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Emergency Management & Public Order","Mounted","Materials & Supplies","2082","HEALTH & SAFETY SUPPLIES",200
2307,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Emergency Management & Public Order","Mounted","Materials & Supplies","2620","ANIMAL CARE SUPPLIES",120000
2308,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Emergency Management & Public Order","Mounted","Materials & Supplies","2670","UNIFORMS",39700
2309,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Emergency Management & Public Order","Mounted","Materials & Supplies","2999","MISCELLANEOUS MATERIALS & SUPPLIES",45600
2310,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Emergency Management & Public Order","Mounted","Premium Pay","1571","UNIFORM COURT",20500
2311,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Emergency Management & Public Order","Mounted","Premium Pay","1572","UNIFORM OVERTIME",15800
2312,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Emergency Management & Public Order","Mounted","Premium Pay","1573","UNIFORM CALLBACK",21000
2313,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Emergency Management & Public Order","Mounted","Premium Pay","1574","UNIFORM LIEU TIME CASH PAYMENT",84400
2314,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Emergency Management & Public Order","Mounted","Premium Pay","1584","CIVILIAN LIEU TIME CASH PAYMENT",500
2315,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Emergency Management & Public Order","Mounted","Salaries","1504","REGULAR SALARIES UNIFORM",4449600
2316,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Emergency Management & Public Order","Mounted","Salaries","1505","REGULAR SALARIES CIVILIAN A",67900
2317,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Emergency Management & Public Order","Mounted","Salaries","1514","TEMPORARY - SHORT TERM SALARIES",51100
2318,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Emergency Management & Public Order","Mounted","Salaries","1533","ALTERNATE RATE UNIFORM",1000
2319,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Forensic Identification Services","Benefits","1764","CANADA PENSION PLAN - UNIFORM",169600
2320,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","Priority Operations","Communication Services","Services","4815","COURIER SERVICES",400
2321,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Homicide","Salaries","1505","REGULAR SALARIES CIVILIAN A",869300
2322,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Forensic Identification Services","Benefits","1765","CANADA PENSION PLAN - CIVILIAN",169500
2323,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","Priority Operations","Communication Services","Services","4970","SERVICES AND RENTS - GENERAL",1000
2324,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Homicide","Salaries","1533","ALTERNATE RATE UNIFORM",2800
2325,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Forensic Identification Services","Benefits","1773","OMERS POLICE - UNIFORM",799100
2326,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","Priority Operations","Toronto Police Operations Centre","Benefits","1744","EMPLOYMENT INSURANCE - UNIFORM",35200
2327,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Homicide","Salaries","1551","SHIFT BONUS UNIFORM",1500
2328,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Forensic Identification Services","Benefits","1776","OMERS CIVILIAN - CIVILIAN",507700
2329,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Forensic Identification Services","Equipment","3099","GENERAL EQUIPMENT",3000
2330,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Forensic Identification Services","Equipment","3410","COMPUTERS - HARDWARE",5000
2331,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Forensic Identification Services","Equipment","3420","COMPUTERS - SOFTWARE",6800
2332,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Forensic Identification Services","Equipment","3980","CAMERA AND LENSES",9400
2333,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Forensic Identification Services","Equipment","3983","OTHER PHOTO/VIDEO EQUIP",5200
2334,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Forensic Identification Services","Materials & Supplies","2010","STATIONERY AND OFFICE SUPPLIES",28800
2335,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Forensic Identification Services","Materials & Supplies","2020","BOOK & MAGAZINE SUBSCRIPTIONS",500
2336,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Forensic Identification Services","Materials & Supplies","2080","PHOTOGRAPHIC AND VIDEO SUPPLIES",17000
2337,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Forensic Identification Services","Materials & Supplies","2081","PHOTO/VIDEO IN-HOUSE PRODUCTION SUPPLIES",29000
2338,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Forensic Identification Services","Materials & Supplies","2082","HEALTH & SAFETY SUPPLIES",7800
2339,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Forensic Identification Services","Materials & Supplies","2083","FINGERPRINT SUPPLIES",107100
2340,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Forensic Identification Services","Materials & Supplies","2999","MISCELLANEOUS MATERIALS & SUPPLIES",600
2341,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Forensic Identification Services","Premium Pay","1571","UNIFORM COURT",137600
2342,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Forensic Identification Services","Premium Pay","1572","UNIFORM OVERTIME",92400
2343,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Forensic Identification Services","Premium Pay","1573","UNIFORM CALLBACK",33900
2344,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Homicide","Services","4804","WIRELESS DEVICES",3000
2345,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Forensic Identification Services","Premium Pay","1574","UNIFORM LIEU TIME CASH PAYMENT",260700
2346,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Forensic Identification Services","Premium Pay","1581","CIVILIAN COURT",1600
2347,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Forensic Identification Services","Premium Pay","1582","CIVILIAN OVERTIME",2400
2348,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Forensic Identification Services","Premium Pay","1583","CIVILIAN CALLBACK",2200
2349,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Forensic Identification Services","Premium Pay","1584","CIVILIAN LIEU TIME CASH PAYMENT",12600
2350,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Forensic Identification Services","Salaries","1503","REGULAR SALARIES UNIFORM SENIOR OFFICERS",180600
2351,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Homicide","Services","4084","PUBLIC RELATIONS/PROMOTIONS",1200
2352,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Homicide","Services","4144","INVESTIGATIVE EXPENSE",300
2353,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Homicide","Services","4225","BUSINESS TRAV - PUBLIC TRANSIT",200
2354,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Homicide","Services","4230","BUSINESS TRAV - OTHER EXPENSES",500
2355,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Homicide","Services","4312","COURSES/SEMINARS",8000
2356,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Homicide","Services","4516","REPAIRS - TECHNICAL EQUIPMENT",2700
2357,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Homicide","Services","4760","MEMBERSHIP FEES",600
2358,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Homicide","Services","4770","PARKING EXPENSES (INTOWN)",100
2359,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Homicide","Services","4811","WIRELESS TELECOMMUNICATIONS SERVICES",15500
2360,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Homicide","Services","4815","COURIER SERVICES",400
2361,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Homicide","Services","4970","SERVICES AND RENTS - GENERAL",100
2362,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Sex Crimes Unit","Benefits","1744","EMPLOYMENT INSURANCE - UNIFORM",113300
2363,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Sex Crimes Unit","Benefits","1746","EMPLOYMENT INSURANCE - CIVILIAN",4400
2364,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Sex Crimes Unit","Benefits","1764","CANADA PENSION PLAN - UNIFORM",329600
2365,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Sex Crimes Unit","Benefits","1765","CANADA PENSION PLAN - CIVILIAN",12800
2366,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Sex Crimes Unit","Benefits","1773","OMERS POLICE - UNIFORM",1529900
2367,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Sex Crimes Unit","Benefits","1776","OMERS CIVILIAN - CIVILIAN",26900
2368,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Sex Crimes Unit","Materials & Supplies","2010","STATIONERY AND OFFICE SUPPLIES",35200
2369,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Sex Crimes Unit","Materials & Supplies","2020","BOOK & MAGAZINE SUBSCRIPTIONS",700
2370,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Sex Crimes Unit","Materials & Supplies","2999","MISCELLANEOUS MATERIALS & SUPPLIES",1000
2371,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Sex Crimes Unit","Premium Pay","1571","UNIFORM COURT",24800
2372,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Sex Crimes Unit","Premium Pay","1572","UNIFORM OVERTIME",126200
2373,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Sex Crimes Unit","Premium Pay","1573","UNIFORM CALLBACK",69500
2374,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Detective Operations","Specialized Criminal Investigations","Sex Crimes Unit","Premium Pay","1574","UNIFORM LIEU TIME CASH PAYMENT",104100
2375,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","Priority Operations","Toronto Police Operations Centre","Benefits","1746","EMPLOYMENT INSURANCE - CIVILIAN",3300
2376,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","Priority Operations","Toronto Police Operations Centre","Benefits","1764","CANADA PENSION PLAN - UNIFORM",102400
2377,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","Priority Operations","Toronto Police Operations Centre","Benefits","1765","CANADA PENSION PLAN - CIVILIAN",9600
2378,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","Priority Operations","Toronto Police Operations Centre","Benefits","1773","OMERS POLICE - UNIFORM",518400
2379,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","Priority Operations","Toronto Police Operations Centre","Benefits","1776","OMERS CIVILIAN - CIVILIAN",20300
2380,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","Priority Operations","Toronto Police Operations Centre","Materials & Supplies","2010","STATIONERY AND OFFICE SUPPLIES",7900
2381,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","Priority Operations","Toronto Police Operations Centre","Materials & Supplies","2999","MISCELLANEOUS MATERIALS & SUPPLIES",100
2382,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","Priority Operations","Toronto Police Operations Centre","Premium Pay","1582","CIVILIAN OVERTIME",6800
2383,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","Priority Operations","Toronto Police Operations Centre","Premium Pay","1583","CIVILIAN CALLBACK",11400
2384,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","Priority Operations","Toronto Police Operations Centre","Premium Pay","1584","CIVILIAN LIEU TIME CASH PAYMENT",17100
2385,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","Priority Operations","Toronto Police Operations Centre","Salaries","1503","REGULAR SALARIES UNIFORM SENIOR OFFICERS",864700
2386,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","Priority Operations","Toronto Police Operations Centre","Salaries","1504","REGULAR SALARIES UNIFORM",3241500
2387,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","Priority Operations","Toronto Police Operations Centre","Salaries","1505","REGULAR SALARIES CIVILIAN A",59400
2388,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","Priority Operations","Toronto Police Operations Centre","Salaries","1507","REGULAR SALARIES CIVILIAN C",150800
2389,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","Priority Operations","Toronto Police Operations Centre","Salaries","1533","ALTERNATE RATE UNIFORM",32300
2390,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","Priority Operations","Toronto Police Operations Centre","Salaries","1541","STATUTORY HOLIDAY UNIFORM",19400
2391,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","Priority Operations","Toronto Police Operations Centre","Salaries","1544","STATUTORY HOLIDAY CIVILIAN C",900
2392,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","Priority Operations","Toronto Police Operations Centre","Salaries","1551","SHIFT BONUS UNIFORM",38600
2393,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","Priority Operations","Toronto Police Operations Centre","Salaries","1554","SHIFT BONUS CIVILIAN C",1800
2394,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","Priority Operations","Toronto Police Operations Centre","Services","4084","PUBLIC RELATIONS/PROMOTIONS",1000
2395,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","Priority Operations","Toronto Police Operations Centre","Services","4230","BUSINESS TRAV - OTHER EXPENSES",8000
2396,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","Priority Operations","Toronto Police Operations Centre","Services","4255","CONFERENCES/SEMINARS - OTHER EXPENSES",4800
2397,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","Priority Operations","Toronto Police Operations Centre","Services","4312","COURSES/SEMINARS",1200
2398,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","Priority Operations","Toronto Police Operations Centre","Services","4760","MEMBERSHIP FEES",300
2399,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","Priority Operations","Toronto Police Operations Centre","Services","4770","PARKING EXPENSES (INTOWN)",100
2400,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","Priority Operations","Toronto Police Operations Centre","Services","4811","WIRELESS TELECOMMUNICATIONS SERVICES",8300
2401,"2021","Approved Budget","1 - Toronto Police Service","Priority Response Command","East Field Command","Priority Operations","Toronto Police Operations Centre","Services","4970","SERVICES AND RENTS - GENERAL",100
2402,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Specialized Emergency Response","Police Dog Services","Salaries","1533","ALTERNATE RATE UNIFORM",3600
2403,"2021","Approved Budget","2 - TPS Board","Toronto Police Services Board","Toronto Police Services Board","Toronto Police Services Board","Police Services Board","Salaries","1534","ALTERNATE RATE CIVILIAN A",1900
2404,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Public Safety Operations","Public Safety Operations","Salaries","1502","REGULAR SALARIES CIVILIAN SENIOR OFFICER",92900
2405,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Specialized Emergency Response","Police Dog Services","Salaries","1551","SHIFT BONUS UNIFORM",7000
2406,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Specialized Emergency Response","Police Dog Services","Services","4084","PUBLIC RELATIONS/PROMOTIONS",800
2407,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Specialized Emergency Response","Police Dog Services","Services","4087","PROFESSIONAL SERVICES -VETERINARIAN FEE",80000
2408,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Specialized Emergency Response","Police Dog Services","Services","4206","BUSINESS TRAV - MILEAGE ALLOWANCE",169500
2409,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Specialized Emergency Response","Police Dog Services","Services","4230","BUSINESS TRAV - OTHER EXPENSES",500
2410,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Specialized Emergency Response","Police Dog Services","Services","4312","COURSES/SEMINARS",16000
2411,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Specialized Emergency Response","Police Dog Services","Services","4441","CONTRACTED SERVICES - CABLE TV",1000
2412,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Specialized Emergency Response","Police Dog Services","Services","4516","REPAIRS - TECHNICAL EQUIPMENT",1000
2413,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Specialized Emergency Response","Police Dog Services","Services","4760","MEMBERSHIP FEES",200
2414,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Specialized Emergency Response","Police Dog Services","Services","4804","WIRELESS DEVICES",500
2415,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Specialized Emergency Response","Police Dog Services","Services","4811","WIRELESS TELECOMMUNICATIONS SERVICES",2200
2416,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Specialized Emergency Response","Police Dog Services","Services","4970","SERVICES AND RENTS - GENERAL",5400
2417,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Specialized Emergency Response","Specialized Emergency Response","Benefits","1744","EMPLOYMENT INSURANCE - UNIFORM",1100
2418,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Specialized Emergency Response","Specialized Emergency Response","Benefits","1764","CANADA PENSION PLAN - UNIFORM",3200
2419,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Specialized Emergency Response","Specialized Emergency Response","Benefits","1773","OMERS POLICE - UNIFORM",26800
2420,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Specialized Emergency Response","Specialized Emergency Response","Materials & Supplies","2010","STATIONERY AND OFFICE SUPPLIES",2300
2421,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Specialized Emergency Response","Specialized Emergency Response","Materials & Supplies","2999","MISCELLANEOUS MATERIALS & SUPPLIES",600
2422,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Specialized Emergency Response","Specialized Emergency Response","Salaries","1503","REGULAR SALARIES UNIFORM SENIOR OFFICERS",195100
2423,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Specialized Emergency Response","Specialized Emergency Response","Services","4144","INVESTIGATIVE EXPENSE",400
2424,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Specialized Emergency Response","Specialized Emergency Response","Services","4230","BUSINESS TRAV - OTHER EXPENSES",2000
2425,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Specialized Emergency Response","Specialized Emergency Response","Services","4255","CONFERENCES/SEMINARS - OTHER EXPENSES",1200
2426,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Specialized Emergency Response","Specialized Emergency Response","Services","4312","COURSES/SEMINARS",800
2427,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Specialized Emergency Response","Specialized Emergency Response","Services","4811","WIRELESS TELECOMMUNICATIONS SERVICES",800
2428,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Specialized Emergency Response","Specialized Emergency Response","Services","4970","SERVICES AND RENTS - GENERAL",100
2429,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Specialized Operations Command","Specialized Operations Command","Specialized Operations Command","Benefits","1744","EMPLOYMENT INSURANCE - UNIFORM",2200
2430,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Specialized Operations Command","Specialized Operations Command","Specialized Operations Command","Benefits","1746","EMPLOYMENT INSURANCE - CIVILIAN",1100
2431,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Specialized Operations Command","Specialized Operations Command","Specialized Operations Command","Benefits","1764","CANADA PENSION PLAN - UNIFORM",6400
2432,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Specialized Operations Command","Specialized Operations Command","Specialized Operations Command","Benefits","1765","CANADA PENSION PLAN - CIVILIAN",3200
2433,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Specialized Operations Command","Specialized Operations Command","Specialized Operations Command","Benefits","1773","OMERS POLICE - UNIFORM",46300
2434,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Specialized Operations Command","Specialized Operations Command","Specialized Operations Command","Benefits","1776","OMERS CIVILIAN - CIVILIAN",11400
2435,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Specialized Operations Command","Specialized Operations Command","Specialized Operations Command","Materials & Supplies","2010","STATIONERY AND OFFICE SUPPLIES",400
2436,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Specialized Operations Command","Specialized Operations Command","Specialized Operations Command","Salaries","1501","REGULAR SALARIES CHIEF & COMMAND OFFICER",205600
2437,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Specialized Operations Command","Specialized Operations Command","Specialized Operations Command","Salaries","1502","REGULAR SALARIES CIVILIAN SENIOR OFFICER",101700
2438,"2021","Approved Budget","1 - Toronto Police Service","Specialized Operations Command","Public Safety Operations","Emergency Management & Public Order","Public Safety","Services","4316","SPECIAL EVENTS EXPENSES",46400
